#  Wav (A)    log gf    E (l, u) (eV)    rad    stark  waals
  1621.97000  -5.767   0.0000   7.6441   3.73   1.49  -5.15
  1621.98200  -5.750   0.0000   7.6441   3.75   1.46  -5.16
  1621.99500  -5.734   0.0000   7.6440   3.77   1.43  -5.17
  1622.00800  -5.717   0.0000   7.6440   3.78   1.40  -5.18
  1622.02100  -5.700   0.0000   7.6439   3.80   1.37  -5.19
  1622.03500  -5.683   0.0000   7.6438   3.82   1.34  -5.20
  1622.05000  -5.665   0.0000   7.6438   3.83   1.32  -5.21
  1622.06500  -5.647   0.0000   7.6437   3.85   1.29  -5.22
  1622.08100  -5.629   0.0000   7.6436   3.87   1.25  -5.23
  1622.09700  -5.611   0.0000   7.6435   3.89   1.22  -5.24
  1622.11400  -5.593   0.0000   7.6434   3.91   1.19  -5.25
  1622.13200  -5.574   0.0000   7.6434   3.93   1.16  -5.26
  1622.15100  -5.555   0.0000   7.6433   3.94   1.13  -5.27
  1622.17100  -5.536   0.0000   7.6432   3.96   1.10  -5.28
  1622.19100  -5.516   0.0000   7.6431   3.98   1.06  -5.29
  1622.21300  -5.496   0.0000   7.6430   4.00   1.03  -5.30
  1622.23600  -5.476   0.0000   7.6429   4.02   0.99  -5.31
  1622.25900  -5.455   0.0000   7.6428   4.04   0.96  -5.32
  1622.28400  -5.435   0.0000   7.6426   4.07   0.92  -5.33
  1622.31000  -5.413   0.0000   7.6425   4.09   0.89  -5.34
  1622.33800  -5.392   0.0000   7.6424   4.11   0.85  -5.35
  1622.36300  -5.370   0.0000   7.6423   4.13   0.82  -5.37
  1622.39500  -5.348   0.0000   7.6421   4.15   0.78  -5.38
  1622.42300  -5.325   0.0000   7.6420   4.17   0.74  -5.39
  1622.45800  -5.302   0.0000   7.6418   4.20   0.70  -5.40
  1622.49600  -5.278   0.0000   7.6417   4.22   0.66  -5.42
  1622.53400  -5.255   0.0000   7.6415   4.25   0.62  -5.43
  1622.57100  -5.230   0.0000   7.6413   4.27   0.58  -5.44
  1622.61400  -5.205   0.0000   7.6411   4.29   0.54  -5.46
  1622.66100  -5.180   0.0000   7.6409   4.32   0.49  -5.47
  1622.70600  -5.154   0.0000   7.6407   4.35   0.45  -5.48
  1622.75800  -5.128   0.0000   7.6404   4.37   0.40  -5.50
  1622.81200  -5.101   0.0000   7.6402   4.40   0.36  -5.51
  1622.87000  -5.074   0.0000   7.6399   4.43   0.31  -5.53
  1622.93200  -5.046   0.0000   7.6396   4.45   0.26  -5.54
  1622.99700  -5.017   0.0000   7.6393   4.48   0.21  -5.56
  1623.06900  -4.988   0.0000   7.6390   4.51   0.16  -5.57
  1623.14300  -4.958   0.0000   7.6386   4.54   0.11  -5.59
  1623.22500  -4.927   0.0000   7.6382   4.57   0.06  -5.61
  1623.31200  -4.896   0.0000   7.6378   4.60   0.01  -5.62
  1623.40600  -4.864   0.0000   7.6374   4.64  -0.05  -5.64
  1623.50800  -4.831   0.0000   7.6369   4.67  -0.10  -5.66
  1623.61900  -4.797   0.0000   7.6364   4.70  -0.16  -5.68
  1623.73700  -4.762   0.0000   7.6358   4.74  -0.22  -5.70
  1623.86900  -4.726   0.0000   7.6352   4.77  -0.28  -5.72
  1624.01000  -4.690   0.0000   7.6345   4.81  -0.35  -5.74
  1624.16500  -4.652   0.0000   7.6338   4.85  -0.41  -5.76
  1624.33400  -4.613   0.0000   7.6330   4.89  -0.48  -5.78
  1624.52000  -4.573   0.0000   7.6321   4.93  -0.55  -5.80
  1624.72700  -4.531   0.0000   7.6312   4.97  -0.62  -5.82
  1624.95300  -4.489   0.0000   7.6301   5.01  -0.69  -5.85
